Campaign Description History,Call Type Designation,TFN,,Script,Transfer,Percent,Report,SalesForceID,SourceID,BusinessDesignation,BusinessSourceID,Greeting
DM 110,Campaigns,8778989063,,Consumer Residential,0,,0,,,,,
DM 813,Campaigns,8779007056,,Consumer Residential,0,,0,,,,,
DM 110,Campaigns,8779007107,,Consumer Residential,0,,0,,,,,
DM 814 Spaceway HHD14Q2 Tile 1thru4 Even,Campaigns,8779007166,,Consumer Residential,0,,0,,,,,
DM 115 Spaceway  HHD14Q2 Tile 1 to 4 Odd,Campaigns,8779007197,,Consumer Residential,0,,0,,,,,
PreInstall Consumer Transfers,Other,8779018952,,Consumer Residential,0,,0,,,,,
Oracle Satellite LLC,Dealer,8779019301,,Consumer Residential,0,,0,,69147,,,<font size='8' color='red'><b>Thank you for calling Oracle Satellite! Don't forget to ask about our special offers today!</b></font>
Best View Media,Dealer,8779019309,,Consumer Residential,0,,0,,69215,,,<font size='8' color='red'><b>Thank you for calling Best View Media! Don't forget to ask about our special offers today!</b></font>
DM 515 Echo XVII 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8882090324,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8882090374,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8882094682,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII Freq Cell HNS14Q1 1and2  HHD15Q1 1to3 Even,Campaigns,8882094773,,Consumer Residential,0,,0,,,,,
DM 515 ECHOXVII  HHD15Q1 1to2 Random 90k Tile 3Odd,Campaigns,8882095429,,Consumer Residential,0,,0,,,,,
DM 515 ECHOXVII HHD15Q1 1to2 Random 90k Tile 3Odd,Campaigns,8882096313,,Consumer Residential,0,,0,,,,,
DM 515 ECHOXVII HHD15Q1 1to2 Random 90k Tile 3 Odd,Campaigns,8882097119,,Consumer Residential,0,,0,,,,,
DM 514 Spaceway 50 percent HNS14Q1 Tile 1and2and3 Odd,Campaigns,8882098258,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII  GROWTH ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8882098451,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8882108310,,Consumer Residential,0,,0,,,,,
DM 914 Spaceway ANI Prospect EPQ,Campaigns,8882361760,,Consumer Residential,0,,0,,,,,
DM 913,Campaigns,8882361765,,Consumer Residential,0,,0,,,,,
DM 914 Echo ANI Prospect EPQ,Campaigns,8882361767,,Consumer Residential,0,,0,,,,,
DM 912,Campaigns,8882361778,,Consumer Residential,0,,0,,,,,
DM 914 Echo ANI Prospect EPQ,Campaigns,8882361782,,Consumer Residential,0,,0,,,,,
DM 914 Echo Tile 1 and 2 Odd,Campaigns,8882361783,,Consumer Residential,0,,0,,,,,
DM 913,Campaigns,8882361785,,Consumer Residential,0,,0,,,,,
DM 914 Echo Tile 1 and 2 Odd,Campaigns,8882361790,,Consumer Residential,0,,0,,,,,
DM 913,Campaigns,8882361791,,Consumer Residential,0,,0,,,,,
DM 914 Spaceway Tile 1 2 3 Odd,Campaigns,8882361793,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII Freq Cell  HNS14Q1 1and2 HHD15Q1 1to3 Odd,Campaigns,8882880652,,Consumer Residential,0,,0,,,,,
DM 415 ECHOXVII HHD15Q1 1to3 Even,Campaigns,8882881576,,Consumer Residential,0,,0,,,,,
DM 415 ECHOXVII  HHD15Q1 1to3 Even,Campaigns,8882882855,,Consumer Residential,0,,0,,,,,
DM 415 ECHOXVII HHD Freq HNS14Q1 3plus HHD15Q1 1 Odd,Campaigns,8882886026,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII GROWTH ANI Prospect EPQﾠHNS14Q1 Maturity Cut,Campaigns,8882886056,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII GROWTH 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8882886166,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII LOW FILL Freq Cell HNS14Q1 1and2 HHD14Q2 1to3 Odd,Campaigns,8882886184,,Consumer Residential,0,,0,,,,,
DM 215 ECHOXVII  LOW FILL  HHD14Q2 1to4 Even,Campaigns,8882886295,,Consumer Residential,0,,0,,,,,
DM 515 Spaceway ANI Prospect EPQ  HNS14Q1 Maturity Cut,Campaigns,8882889469,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII  ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8882889636,,Consumer Residential,0,,0,,,,,
Preinstall,PreInstall,8882904472,,PreInstall,0,,0,,,,,
DM 1014 Echo XVII LOWFILL  50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8882932463,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII LOWFILL Freq Cell HNS14Q1 1and2 HHD14Q2 1to2 Odd,Campaigns,8882932472,,Consumer Residential,0,,0,,,,,
DM 1014 ECHOXVII LOWFILL  HHD14Q2 1to2 Even,Campaigns,8882935695,,Consumer Residential,0,,0,,,,,
DM 1014  Root Domain,Campaigns,8882937921,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII LOWFILL  Freq Cell HNS14Q1 1nad2 HHD14Q2 1to5 Even,Campaigns,8882950986,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII  LOWFILL Freq Cell HNS14Q1 1and2 HHD14Q2 1to5 Even,Campaigns,8882953841,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII  50 per cent HNS14Q1 Tile 1and2 Odd,Campaigns,8882954305,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII  50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8882954511,,Consumer Residential,0,,0,,,,,
DM 1114 Spaceway 50 percent HNS14Q1 Tile 1and2and3 Odd,Campaigns,8882954608,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII Freq Cell HNS14Q1 1and2 HHD14Q2 1to4 Even,Campaigns,8882959836,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII LOWFILL  Freq Cell  HNS14Q1 1and2 HHD14Q2 1to5 Odd,Campaigns,8883074419,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8883074783,,Consumer Residential,0,,0,,,,,
DM 215 Spaceway 50 percent HNS14Q1 Tile 1and2and3 Even,Campaigns,8883076089,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII  Freq Cell  HNS14Q1 1and2 HHD14Q2 1to3 Odd,Campaigns,8883076113,,Consumer Residential,0,,0,,,,,
DM 215 Spaceway  Freq Cell  HNS14Q1 1to3 HHD14Q2 1to4 Odd,Campaigns,8883076242,,Consumer Residential,0,,0,,,,,
DM 215 ECHOXVII  HHD14Q2 1to3 Even,Campaigns,8883076467,,Consumer Residential,0,,0,,,,,
DM 215 ECHOXVII HHD14Q2 1to3 Even,Campaigns,8883077131,,Consumer Residential,0,,0,,,,,
DM 215 HHD14Q2 Tile 1to4 Even,Campaigns,8883077432,,Consumer Residential,0,,0,,,,,
DM 215 ECHOXVII  HHD Freq HNS14Q1 3 plus HHD14Q2 1 Odd,Campaigns,8883078304,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII LOW FILL ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8883078427,,Consumer Residential,0,,0,,,,,
DISH Installer 60 V1 Free Install Gen4,Broadcast,8883107741,,Consumer Residential,0,,1,,,,,
DTV Installer 60 V1 Free Install Gen4,Broadcast,8883107787,,Consumer Residential,0,,1,,,,,
DTV Installer 60 V1 Free Install Gen4,Broadcast,8883108032,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8883108035,,Consumer Residential,0,,1,,,,,
DISH Installer 60 V1 Free Install Gen4,Broadcast,8883108036,,Consumer Residential,0,,1,,,,,
DISH Installer 60 V1 Free Install Gen4,Broadcast,8883108195,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8883108417,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8883108446,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8883108450,,Consumer Residential,0,,1,,,,,
DTV Americas Best Choice,Broadcast,8883108475,,Consumer Residential,0,,1,,,,,
DM 914 Echo Frequency Cell,Campaigns,8884162578,,Consumer Residential,0,,0,,,,,
DM 914 Spaceway Frequency Cell,Campaigns,8884162978,,Consumer Residential,0,,0,,,,,
DM 914 Echo 1 and 2 odd,Campaigns,8884163027,,Consumer Residential,0,,0,,,,,
DM 914 Echo Tile  1 2 3 4 Odd,Campaigns,8884163158,,Consumer Residential,0,,0,,,,,
DM 913,Campaigns,8884163224,,Consumer Residential,0,,0,,,,,
DM 914 Echo Low Fill Frequency Cell,Campaigns,8884163583,,Consumer Residential,0,,0,,,,,
DM 914 Root Domain,Campaigns,8884163627,,Consumer Residential,0,,0,,,,,
DM 1014 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8884163704,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8884163809,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8884164431,,Consumer Residential,0,,0,,,,,
DM 514 Echo XVII Freq Cell HNS14Q1 1and2 HHD13Q2 1thru4 Low Attr VOIP UnAvail Even,Campaigns,8884343265,,Consumer Residential,0,,0,,,,,
DM 515 Random,Campaigns,8884343591,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII  GROWTH ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8884344238,,Consumer Residential,0,,0,,,,,
DM 514 ECHOXVII HHD13Q2 1thru3 Low Attr VOIP UnAvail Odd,Campaigns,8884344254,,Consumer Residential,0,,0,,,,,
DM 515 Root Domain,Campaigns,8884344494,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII  GROWTH 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8884345001,,Consumer Residential,0,,0,,,,,
DM 515 Echo XVII  GROWTH  Freq Cell  HNS14Q1 1and2 HHD15Q1 1to3 Even,Campaigns,8884345217,,Consumer Residential,0,,0,,,,,
AAA Main Number,Referrals,8884345440,,AAA,0,,0,,,,,
DM 515 Echo XVII  GROWTH HHD15Q1 1to3 Odd,Campaigns,8884346973,,Consumer Residential,0,,0,,,,,
DM 513,Campaigns,8884347111,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII  LOWFILL  50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8885890350,,Consumer Residential,0,,0,,,,,
DM 1114 Spaceway Freq Cell HNS14Q1 1to3 HHD14Q2 1to5 Even,Campaigns,8885891582,,Consumer Residential,0,,0,,,,,
DM 1114 ECHOXVII HHD14Q2 1to4 Odd,Campaigns,8885892719,,Consumer Residential,0,,0,,,,,
DM 1114 ECHOXVII HHD14Q2 1to4 Odd,Campaigns,8885892728,,Consumer Residential,0,,0,,,,,
DM 1114 Spaceway  HHD14Q2 Tile 1 to4 Odd,Campaigns,8885892742,,Consumer Residential,0,,0,,,,,
DM 1114 ECHOXVII HHD Freq HNS14Q1 3plus  HHD14Q2 1 Even,Campaigns,8885893093,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII LOW FILL ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8885898986,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII LOWFILL 50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8885899034,,Consumer Residential,0,,0,,,,,
DM 1114 Root Domain,Campaigns,8885899602,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII  LOWFILL  50 percent HNS14Q1 Tile 1and2 Odd,Campaigns,8885899603,,Consumer Residential,0,,0,,,,,
Consumer Website Web Managed Line,Web,8886675537,,Consumer Residential,0,,0,,,,,
Auto email Handraiser DM 105 A,Callback,8886675542,,Consumer Residential,0,,0,,,,,
DM 1113b,Campaigns,8886675543,,Consumer Residential,0,,0,,,,,
Customer Care Transfer to New Sales old,Other,8886675544,,Consumer Residential,0,,0,,,,,
DM 215 Echo XVII  LOWFILL  ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8887047292,,Consumer Residential,0,,0,,,,,
DM 215 ECHOXVII LOW FILL HHD Freq HNS14Q1 3 plus HHD14Q2 1 to 2 Odd,Campaigns,8887047372,,Consumer Residential,0,,0,,,,,
DM 215 Root Domain,Campaigns,8887047389,,Consumer Residential,0,,0,,,,,
YellowPages Print 2011 OLD,Directories,8887047408,,Consumer Residential,0,,1,,,,,
DM 415 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8887047436,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII  ANI Prospect EPQﾠ HNS14Q1 Maturity Cut,Campaigns,8887047634,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII ANI Prospect EPQﾠ HNS14Q1 Maturity Cut,Campaigns,8887047857,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8887048275,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8887048279,,Consumer Residential,0,,0,,,,,
DM 415 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8887048285,,Consumer Residential,0,,0,,,,,
DM 1114 Echo XVII Freq Cell HNS14Q1 1and2 HHD14Q2 1to4 Even,Campaigns,8888133644,,Consumer Residential,0,,0,,,,,
DM 1214 Spaceway ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8888133657,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII ANI Prospect EPQﾠ HNS14Q1 Maturity Cut,Campaigns,8888134432,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII  LOWFILL  50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8888134527,,Consumer Residential,0,,0,,,,,
DM 1214 ECHOXVII LOWFILL  HHD14Q2 1to4 Even,Campaigns,8888134627,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8888135231,,Consumer Residential,0,,0,,,,,
DM 1214 Spaceway 50 percent HNS14Q1 Tile 1and2and3 Even,Campaigns,8888137080,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII LOWFILL ANI Prospect EPQﾠHNS14Q1 Maturity Cut,Campaigns,8888137950,,Consumer Residential,0,,0,,,,,
DM 1214 Root Domain,Campaigns,8888138498,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII Freq Cell HNS14Q1 1and2 HHD14Q2 1to4 Odd,Campaigns,8888138826,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8888206075,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8888206652,,Consumer Residential,0,,0,,,,,
DM 1014 Spaceway 50 percent HNS14Q1 Tile 1and2and3 Even,Campaigns,8888206665,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII Freq Cell HNS14Q1 1and2  HHD14Q2 1 thru 3 Odd,Campaigns,8888206669,,Consumer Residential,0,,0,,,,,
DM 1014 Spaceway Freq Cell HNS14Q1 1thru3 HHD14Q2 1 thru 4 Odd,Campaigns,8888206671,,Consumer Residential,0,,0,,,,,
DM 1014 ECHOXVII HHD14Q2 1 to 2 Even,Campaigns,8888206679,,Consumer Residential,0,,0,,,,,
DM 1014 Spaceway  HHD14Q2 Tile 1 to 4 Even,Campaigns,8888206680,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII LOWFILL  ANI Prospect EPQ HNS14Q1 Maturity Cut,Campaigns,8888206681,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVII LOWFILL  ANI Prospect EPQ  HNS14Q1 Maturity Cut,Campaigns,8888206682,,Consumer Residential,0,,0,,,,,
DM 1014 Echo XVIILOWFILL 50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8888206684,,Consumer Residential,0,,0,,,,,
DM 513,Campaigns,8888376824,,Consumer Residential,0,,0,,,,,
DM 410b,Campaigns,8888377255,,Consumer Residential,0,,0,,,,,
DM 1214 ECHOXVII HHD Freq HNS14Q1 3plus HHD14Q2 1 Odd,Campaigns,8888377430,,Consumer Residential,0,,0,,,,,
DM 1214 Echo XVII  50 percent HNS14Q1 Tile 1and2 Even,Campaigns,8888378528,,Consumer Residential,0,,0,,,,,
DM 914 Echo Low Fill,Campaigns,8888378622,,Consumer Residential,0,,0,,,,,
DM 914 Echo Low Fill Tile 1 2 Odd,Campaigns,8888378652,,Consumer Residential,0,,0,,,,,
DISH Americas Best Choice,Broadcast,8888774486,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8888774512,,Consumer Residential,0,,1,,,,,
DISH Americas Best Choice,Broadcast,8888774513,,Consumer Residential,0,,1,,,,,
DTV Installer 60 V1 Free Install Gen4,Broadcast,8888774518,,Consumer Residential,0,,1,,,,,
DM 814 Spaceway 50 percent HNS14Q1 Tile 1and2and3 Even,Campaigns,8888822705,,Consumer Residential,0,,0,,,,,
DM 814 Echo XVII Freq Cell HNS14Q1 1and2 HHD14Q2 1thru3 Odd,Campaigns,8888822735,,Consumer Residential,0,,0,,,,,
DM 814 Echo XVII HHD14Q2 1thru3 Even,Campaigns,8888822753,,Consumer Residential,0,,0,,,,,
DM 814 Spaceway ANI Prospect EPQ HNS13Q2 Maturity Cut,Campaigns,8888822920,,Consumer Residential,0,,0,,,,,
DM 813,Campaigns,8888822926,,Consumer Residential,0,,0,,,,,
DM 814 Echo XVII ANI Prospect EPQ HNS13Q2 Maturity Cut,Campaigns,8888822935,,Consumer Residential,0,,0,,,,,
DM 813,Campaigns,8888823066,,Consumer Residential,0,,0,,,,,
DM 813,Campaigns,8888823452,,Consumer Residential,0,,0,,,,,
DM 813,Campaigns,8888823548,,Consumer Residential,0,,0,,,,,
DM 814 Root Domain  ,Campaigns,8888823558,,Consumer Residential,0,,0,,,,,
BI Webform outbound calls,Business,8888888888,,Business,0,,0,70130000001sgHH,,Business Web,,
DTV Adult,Broadcast,8889809366,,Consumer Residential,0,,1,,,,,
DTV Male,Broadcast,8889809367,,Consumer Residential,0,,1,,,,,
DTV Lifestyle,Broadcast,8889809369,,Consumer Residential,0,,1,,,,,
National Cable Family CMT,Broadcast,8889875809,,Consumer Residential,0,,1,,,,,
National Cable TNN,Broadcast,8889875810,,Consumer Residential,0,,1,,,,,
National Cable Family GAME,Broadcast,8889875812,,Consumer Residential,0,,1,,,,,
National Cable GMC,Broadcast,8889875813,,Consumer Residential,0,,1,,,,,
National Cable HMC,Broadcast,8889875814,,Consumer Residential,0,,1,,,,,
National Cable INSP,Broadcast,8889875815,,Consumer Residential,0,,1,,,,,
National Cable IFC Ubiquity Logo,Broadcast,8889875816,,Consumer Residential,0,,1,,,,,
National Cable Pursuit Channel,Broadcast,8889875817,,Consumer Residential,0,,1,,,,,
National Cable DIY,Broadcast,8889875818,,Consumer Residential,0,,1,,,,,
National Cable MAV TV ,Broadcast,8889875820,,Consumer Residential,0,,1,,,,,
DTV Adult UA,Broadcast,8889878035,,Consumer Residential,0,,1,,,,,
DTV Male UA,Broadcast,8889878036,,Consumer Residential,0,,1,,,,,
DTV Lifestyle UA,Broadcast,8889878037,,Consumer Residential,0,,1,,,,,
National Cable Outdoor Channel,Broadcast,8889878038,,Consumer Residential,0,,1,,,,,
National Cable Sportsman Channel,Broadcast,8889878039,,Consumer Residential,0,,1,,,,,
National Cable Chiller,Broadcast,8889878040,,Consumer Residential,0,,1,,,,,
National Cable COZI,Broadcast,8889878041,,Consumer Residential,0,,1,,,,,
National Cable OWN,Broadcast,8889878043,,Consumer Residential,0,,1,,,,,
National Cable Velocity,Broadcast,8889878045,,Consumer Residential,0,,1,,,,,
DTV POS6FU8046XH,Broadcast,8889878046,,Consumer Residential,0,,1,,,,,
Consumer calls not matching any Media,Other,9999999999,,Consumer Residential,0,,0,,,,,
DISH Young Adult Q1 2018 Offer,Broadcast2,8007289639,,Consumer Residential,0,,1,,,,,
All Star Satellite dba Star Communications Digital,Dealer,8443176725,,Consumer Residential,0,,0,,69211,,,<font size='8' color='red'><b>Thank you for calling Star Communications! Don't forget to ask about our special offers today!</b></font>
All Star Satellite dba Star Communications DM A,Dealer,8443176727,,Consumer Residential,0,,0,,69211,,,<font size='8' color='red'><b>Thank you for calling Star Communications! Don't forget to ask about our special offers today!</b></font>
All Star Satellite dba Star Communications DM B,Dealer,8443177892,,Consumer Residential,0,,0,,69211,,,<font size='8' color='red'><b>Thank you for calling Star Communications! Don't forget to ask about our special offers today!</b></font>
All Star Satellite dba Star Communications Billboard A,Dealer,8443177893,,Consumer Residential,0,,0,,69211,,,<font size='8' color='red'><b>Thank you for calling Star Communications! Don't forget to ask about our special offers today!</b></font>
All Star Satellite dba Star Communications Billboard B,Dealer,8443177894,,Consumer Residential,0,,0,,69211,,,<font size='8' color='red'><b>Thank you for calling Star Communications! Don't forget to ask about our special offers today!</b></font>
Sky Satellite Digital,Dealer,8442360397,,Consumer Residential,0,,0,,72738,,,<font size='8' color='red'><b>Thank you for calling Sky Satellite! Don't forget to ask about our special offers today!</b></font>
Sky Satellite DM A,Dealer,8442363298,,Consumer Residential,0,,0,,72738,,,<font size='8' color='red'><b>Thank you for calling Sky Satellite! Don't forget to ask about our special offers today!</b></font>
Sky Satellite DM B,Dealer,8442363304,,Consumer Residential,0,,0,,72738,,,<font size='8' color='red'><b>Thank you for calling Sky Satellite! Don't forget to ask about our special offers today!</b></font>
Sky Satellite Billboard A,Dealer,8442363305,,Consumer Residential,0,,0,,72738,,,<font size='8' color='red'><b>Thank you for calling Sky Satellite! Don't forget to ask about our special offers today!</b></font>
Sky Satellite Billboard B,Dealer,8442363307,,Consumer Residential,0,,0,,72738,,,<font size='8' color='red'><b>Thank you for calling Sky Satellite! Don't forget to ask about our special offers today!</b></font>
21st Century Communications Digital,Dealer,8448258285,,Consumer Residential,0,,0,,69141,,,<font size='8' color='red'><b>Thank you for calling 21st Century Communications! Don't forget to ask about our special offers today!</b></font>
21st Century Communications DM A,Dealer,8448258286,,Consumer Residential,0,,0,,69141,,,<font size='8' color='red'><b>Thank you for calling 21st Century Communications! Don't forget to ask about our special offers today!</b></font>
21st Century Communications DM B,Dealer,8448258287,,Consumer Residential,0,,0,,69141,,,<font size='8' color='red'><b>Thank you for calling 21st Century Communications! Don't forget to ask about our special offers today!</b></font>
21st Century Communications Billboard A,Dealer,8448285088,,Consumer Residential,0,,0,,69141,,,<font size='8' color='red'><b>Thank you for calling 21st Century Communications! Don't forget to ask about our special offers today!</b></font>
21st Century Communications Billboard B,Dealer,8448285086,,Consumer Residential,0,,0,,69141,,,<font size='8' color='red'><b>Thank you for calling 21st Century Communications! Don't forget to ask about our special offers today!</b></font>
